text,label
Forgetting your password and having to reset it,30
Participating in outdoor survival trips or extreme sports,64
Being subjected to a hate crime,14
"When a person has a hearing or vision impairment, they may need assistance with communication and daily tasks.",75
Betrayal by a trusted friend or family member.,67
A business lunch to discuss important matters,79
A musician who has recorded multiple bestselling albums and performs to sold-out crowds.,91
A captain and a crew member on a ship,69
Being late for an important meeting,54
Attending a poetry slam event and listening to performers.,89
A group of people playing a game of Pictionary.,17
Getting stuck in an elevator,30
When taking initiative to solve a problem or improve a process.,55
A salesperson uses aggressive tactics to persuade a customer to buy a product.,97
A meeting with your local government representative to discuss your concerns about an issue in your community.,11
A political party fundraising dinner,11
A volunteer who selflessly gives their time and energy to help others.,90
A roommate confronts you about your messy habits.,15
Losing your wallet or phone in a public place,54
A math competition.,24
A robotics competition.,24
An illustrator creates illustrations for a children's book.,53
Conference or seminar halls during presentations or workshops.,6
A mentor teaching religious texts to a student.,74
Skiing down a mountain,77
An author trying to convince you to buy their book.,4
Camping with a mixed-gender group,59
You're trapped in an elevator or other confined space and can't contact anyone for help.,13
Saving money for retirement to ensure financial stability in the future.,83
Getting a traffic or parking ticket.,29
Going to a live music concert with your favorite band.,89
"Budgeting for daily expenses such as groceries, transportation, and utilities.",83
Debating competitions,68
Missing an important event or deadline due to forgetfulness.,85
A parent who obsessively tries to control their child's life may refuse to listen to their requests.,95
A busy airport during peak travel times.,76
Job interview in a customer-facing role,27
A baby shower where guests can socialize and celebrate the upcoming arrival of a baby.,46
A group of student leaders meet with a respected professor to discuss options for improving campus safety.,94
A priest giving communion to a parishioner.,74
"Being caught in a natural disaster, like an earthquake, tornado or hurricane",14
A co-worker frequently interrupts you while you're speaking and talks over you.,16
"A religious leader dictates the beliefs of their followers, refusing any alternative perspectives.",98
Creating a new scientific breakthrough with a research team,71
"A group of friends decide to pull a prank on one of their friends, but it backfires and they end up being the ones getting pranked.",47
Trying to sleep in a noisy environment.,80
A travel agent trying to persuade you to book a vacation package.,4
A family dinner around the table,81
An esteemed religious leader who has inspired countless followers.,93
A teacher who is facing burnout and feeling overwhelmed by the demands of their job.,19
"A person who has lost a loved one suddenly and unexpectedly, and is struggling to come to terms with their grief.",19
"A family game night with grandparents, parents, and children",41
Seeing a loved one after a long time apart.,66
Having a credit card declined during a purchase.,29
Neighbors have different opinions on how to handle noise complaints.,32
"A coach who bullies and belittles their players, reinforcing their superiority.",96
Failing an important exam or interview.,29
Running out of gas on a long road trip with no gas station in sight,26
"A boss micromanages their employees, constantly checking in and interfering with their work.",98
Listening to your favourite music or artist.,66
An art exhibit where you both appreciate the beauty of art.,60
Sales presentations,68
A boss and an employee in a restaurant,69
A person lost in a foreign city without knowledge of the language,9
Sexuality is relevant.,57
You're exploring an old or abandoned building with an unknown history or purpose.,13
A coworker uses intimidation to convince others to take on their workload.,97
A hiking trail with breathtaking views and fresh air.,60
A hole needs to be dug for a new pool installation.,2
Political debates,68
Quitting a bad habit like smoking or biting nails.,23
A soccer team practicing their passing and teamwork.,84
A talent show where competitors showcase their skills,62
A customer thanks you for your exceptional service.,72
A teacher writes on a chalkboard.,61
A supervisor and a worker on a construction site,69
Dominance4,98
Building and maintaining social networks or communities,64
"It is possible to ruminate, daydream, or fantasize.",39
"A group of workers are organizing a strike against their employer, but the employer is simultaneously dealing with a major pandemic outbreak at its facility.",1
Gambling in a state where it is not legal.,52
Building a new school or university campus,71
"Performing in a high-pressure job, such as a firefighter, police officer, or emergency medical technician",64
"A group of people go on a camping trip, but forget to pack food and end up having to hunt for their own meals.",47
A group discussion on the complex ethical issues surrounding genetic engineering.,43
A team member thanks you for your contributions to a successful project.,72
A first date,28
Fixing a car or other mechanical devices,64
A chef is present and is counted on to prepare meals.,42
A salesperson has to know all the details about the product to sell it effectively.,10
"In a job training session, employees are expected to ask questions and engage with the material to learn new skills.",7
Jack is a skilled athlete and every member of the team considers him to be their best player.,92
A person reads a book.,61
